Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,57,No,Executive,0.0,High,4.0,Cat_6,A
Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,Yes,39,No,Executive,,High,4.0,Cat_3,D
Female,Yes,45,Yes,Artist,8.0,High,3.0,Cat_6,B
Female,No,32,No,Healthcare,0.0,Low,,Cat_7,D
Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
Female,No,38,Yes,Artist,1.0,Low,3.0,Cat_6,A
Male,Yes,37,Yes,Artist,9.0,Average,2.0,Cat_6,C
Male,Yes,78,No,Lawyer,1.0,High,2.0,Cat_2,A
Female,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,B
Male,Yes,43,Yes,Healthcare,5.0,Average,2.0,Cat_6,D
Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,43,No,Artist,0.0,Low,1.0,Cat_3,D
Male,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,C
Male,Yes,71,No,Lawyer,3.0,High,2.0,Cat_6,D
Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
Female,,20,No,Homemaker,13.0,Low,1.0,Cat_4,D
Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,D
Male,Yes,48,Yes,Executive,9.0,High,4.0,Cat_6,B
Female,No,35,Yes,Engineer,,Low,2.0,Cat_6,D
Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,A
Female,No,28,Yes,Marketing,0.0,Low,2.0,Cat_6,D
Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,D
Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D
Female,Yes,43,Yes,Artist,3.0,Average,2.0,Cat_6,C
Male,Yes,68,Yes,Lawyer,,High,2.0,Cat_6,B
Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,A
Female,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_4,B
Male,Yes,42,Yes,Artist,14.0,Low,2.0,Cat_6,A
Female,No,38,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,D
Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_2,C
Female,No,43,Yes,Engineer,1.0,Low,2.0,Cat_6,B
Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,D
Female,Yes,48,Yes,Engineer,0.0,Average,4.0,Cat_6,B
Male,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,A
Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,C
Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,66,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D
Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_3,D
Female,Yes,49,Yes,Artist,3.0,High,5.0,Cat_6,C
Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,A
Male,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,B
Male,Yes,78,No,Entertainment,0.0,Low,1.0,Cat_6,D
Male,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,A
Female,Yes,39,Yes,Artist,3.0,Average,2.0,Cat_6,C
Male,Yes,50,Yes,Executive,0.0,High,3.0,Cat_6,B
Male,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,C
Female,Yes,52,Yes,Doctor,1.0,Average,3.0,Cat_6,B
Female,No,35,No,,,Low,,Cat_7,A
Female,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,A
Male,Yes,52,No,Engineer,,Low,1.0,Cat_2,D
Male,Yes,63,No,Healthcare,0.0,Average,4.0,Cat_4,B
Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,B
Female,Yes,41,Yes,Homemaker,,Average,4.0,Cat_2,C
Female,No,38,No,Artist,4.0,Low,2.0,Cat_6,A
Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,D
Male,No,31,No,Healthcare,0.0,Low,6.0,Cat_6,D
Male,Yes,36,No,Executive,1.0,High,3.0,Cat_6,B
Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,D
Male,No,41,Yes,Entertainment,,Low,1.0,Cat_6,A
Male,Yes,53,Yes,Entertainment,8.0,Average,4.0,Cat_6,C
Male,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_3,B
Male,Yes,56,No,Executive,0.0,Low,2.0,Cat_4,A
Female,Yes,45,Yes,Artist,,High,,Cat_6,B
Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,B
Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
Female,Yes,26,No,Homemaker,9.0,Average,2.0,Cat_3,A
Female,No,29,No,Entertainment,9.0,Low,,Cat_2,A
Male,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_3,D
Female,,31,Yes,Doctor,1.0,Low,3.0,Cat_6,B
Male,No,29,No,Marketing,1.0,Low,7.0,Cat_6,D
Female,No,70,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,D
Male,Yes,46,Yes,Artist,5.0,Average,2.0,Cat_3,C
Male,Yes,53,No,Executive,1.0,High,4.0,Cat_6,A
Female,Yes,50,Yes,Artist,0.0,Low,1.0,Cat_6,B
Female,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_4,B
Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_7,D
Female,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_4,B
Male,Yes,27,Yes,Doctor,9.0,Average,2.0,Cat_6,A
Female,Yes,63,Yes,,4.0,Average,3.0,Cat_6,A
Female,Yes,83,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
Male,Yes,32,Yes,Healthcare,5.0,Low,2.0,Cat_6,D
Male,Yes,58,Yes,Artist,1.0,Average,5.0,Cat_6,B
Male,Yes,67,Yes,Doctor,1.0,Average,3.0,Cat_6,C
Female,No,19,No,Healthcare,8.0,Low,5.0,Cat_3,D
Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,A
Male,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,35,Yes,Artist,9.0,Average,4.0,Cat_6,B
Female,Yes,27,No,Healthcare,0.0,Low,2.0,Cat_6,D
Male,Yes,35,Yes,Executive,4.0,High,3.0,Cat_6,B
Female,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
Male,Yes,41,No,Entertainment,12.0,Average,3.0,Cat_4,A
Female,No,33,No,Healthcare,1.0,Low,6.0,Cat_3,C
Male,Yes,58,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,86,No,Executive,0.0,High,2.0,Cat_6,A
Male,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,D
Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,D
Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_3,D
Male,No,32,No,Artist,0.0,Low,4.0,Cat_6,D
Female,Yes,69,No,Artist,0.0,High,2.0,Cat_6,C
Female,No,35,Yes,Entertainment,9.0,Low,4.0,Cat_6,C
Female,No,72,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
Female,Yes,37,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,No,22,No,Healthcare,0.0,Low,,Cat_4,D
Female,No,25,No,Healthcare,0.0,Low,,Cat_6,D
Male,No,33,Yes,Healthcare,4.0,Low,1.0,Cat_6,D
Male,Yes,40,No,Executive,0.0,Average,4.0,Cat_4,D
Female,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,Yes,23,No,Executive,1.0,High,9.0,Cat_6,A
Female,Yes,51,No,Doctor,1.0,High,1.0,Cat_4,D
Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,B
Female,Yes,73,No,Lawyer,0.0,High,2.0,Cat_6,C
Female,,72,Yes,Lawyer,4.0,High,,Cat_6,D
Female,No,20,No,Marketing,1.0,Low,3.0,Cat_3,B
Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,B
Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_1,A
Female,Yes,53,Yes,Engineer,0.0,Low,4.0,Cat_1,B
Male,Yes,53,No,Executive,0.0,Average,5.0,Cat_4,B
Male,Yes,50,No,Executive,0.0,High,4.0,Cat_6,B
Female,Yes,66,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
Female,No,27,Yes,Doctor,8.0,Low,1.0,Cat_6,A
Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,C
Male,No,33,No,Marketing,11.0,Low,9.0,Cat_6,D
Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,B
Male,Yes,26,No,Entertainment,8.0,Low,2.0,Cat_4,D
Male,Yes,38,Yes,Engineer,0.0,Average,4.0,Cat_4,B
Female,No,32,Yes,Artist,6.0,Low,7.0,Cat_4,A
Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_3,D
Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_2,D
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,80,Yes,Lawyer,0.0,High,3.0,Cat_6,B
Female,Yes,32,Yes,Artist,,High,3.0,Cat_3,A
Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
Male,No,22,No,Healthcare,1.0,Low,2.0,Cat_4,D
Female,Yes,32,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
Male,Yes,47,Yes,Executive,9.0,Low,,Cat_6,B
Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
Male,Yes,55,Yes,Executive,0.0,High,9.0,Cat_6,A
Male,No,28,Yes,Entertainment,1.0,Low,2.0,Cat_3,D
Male,Yes,59,Yes,Artist,,Low,,Cat_6,B
Female,Yes,42,No,Doctor,1.0,Low,1.0,Cat_6,A
Female,No,37,Yes,Artist,8.0,Low,,Cat_6,B
Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_7,D
Male,Yes,43,Yes,Marketing,0.0,High,6.0,Cat_4,D
Female,Yes,73,Yes,Doctor,0.0,Low,1.0,Cat_4,B
Female,No,46,No,Engineer,1.0,Low,3.0,Cat_3,D
Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,D
Female,Yes,35,Yes,Entertainment,9.0,Average,2.0,Cat_2,A
Female,Yes,48,Yes,Artist,3.0,High,3.0,Cat_4,B
Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_4,D
Male,Yes,66,Yes,Executive,0.0,Average,2.0,Cat_6,C
Female,Yes,47,Yes,Artist,8.0,High,2.0,Cat_6,C
Male,Yes,28,Yes,Healthcare,1.0,Low,2.0,Cat_6,C
Female,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,C
Female,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,B
Male,No,41,Yes,Entertainment,1.0,Low,4.0,Cat_6,A
Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,D
Female,Yes,52,No,Doctor,0.0,Average,3.0,Cat_4,B
Male,Yes,58,Yes,Doctor,0.0,Average,2.0,Cat_6,C
Female,No,26,No,Healthcare,,Low,1.0,Cat_6,D
Female,No,49,Yes,Artist,0.0,Low,3.0,Cat_2,B
Male,No,28,Yes,Marketing,9.0,Low,5.0,Cat_7,D
Male,No,53,Yes,Artist,0.0,Low,1.0,Cat_6,B
Female,No,27,Yes,Doctor,0.0,Low,4.0,Cat_6,D
Female,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_4,A
Female,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_5,B
Male,Yes,47,No,Executive,,High,4.0,Cat_4,B
Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,D
Male,Yes,37,Yes,Executive,1.0,Low,6.0,Cat_6,D
Male,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3,A
Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,C
Female,No,32,Yes,Engineer,0.0,Low,1.0,Cat_6,A
Male,Yes,39,Yes,Doctor,1.0,Average,3.0,Cat_6,A
Male,Yes,39,Yes,Artist,,Average,4.0,Cat_3,B
Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,C
Male,Yes,60,No,Artist,1.0,High,4.0,Cat_3,B
Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,A
Female,Yes,50,No,Artist,0.0,Average,4.0,Cat_4,C
Male,Yes,58,Yes,Entertainment,,Low,2.0,Cat_6,A
Female,No,20,No,Entertainment,1.0,Low,4.0,Cat_6,C
Male,No,29,Yes,Healthcare,,Low,4.0,Cat_6,C
Female,No,37,No,Engineer,0.0,Low,1.0,Cat_6,D
Male,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6,C
Male,Yes,37,Yes,Entertainment,11.0,Low,6.0,Cat_6,D
Male,Yes,68,Yes,Engineer,0.0,Low,1.0,Cat_6,D
Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_6,D
Male,,22,No,Healthcare,9.0,Low,3.0,Cat_4,D
Female,Yes,30,No,Doctor,1.0,Average,6.0,Cat_6,B
Female,Yes,83,Yes,Artist,0.0,High,2.0,Cat_6,C
Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,D
Female,No,19,No,Healthcare,7.0,Low,1.0,Cat_4,D
Female,Yes,36,Yes,Engineer,11.0,Low,2.0,Cat_4,C
Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_4,C
Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2,C
Female,Yes,53,Yes,Artist,8.0,Average,2.0,Cat_6,A
Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Male,Yes,57,No,Entertainment,0.0,Low,4.0,Cat_3,A
Male,Yes,36,Yes,Artist,0.0,Average,5.0,Cat_6,C
Male,No,35,No,Doctor,,Low,3.0,Cat_4,A
Female,No,41,Yes,Marketing,1.0,Low,2.0,Cat_6,A
Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_3,A
Male,Yes,37,No,Entertainment,11.0,Average,2.0,Cat_6,B
Female,,41,Yes,Healthcare,0.0,Low,1.0,Cat_4,A
Female,No,49,Yes,Doctor,0.0,Low,1.0,Cat_6,A
Male,Yes,59,Yes,Marketing,0.0,Average,3.0,Cat_6,B
Female,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4,A
Female,Yes,68,Yes,Lawyer,3.0,High,4.0,Cat_6,C
Male,No,29,No,Entertainment,,Low,3.0,Cat_6,D
Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,,52,No,Doctor,0.0,High,3.0,Cat_6,D
Female,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6,B
Male,No,49,No,Entertainment,1.0,Low,3.0,Cat_3,D
Female,No,33,Yes,Engineer,1.0,Low,5.0,Cat_6,D
Male,Yes,33,No,Artist,1.0,Low,3.0,Cat_4,A
Female,No,25,No,Engineer,,Low,3.0,Cat_6,D
Male,No,32,No,Marketing,0.0,Low,3.0,Cat_4,D
Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,52,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
Female,No,27,No,Engineer,14.0,Low,8.0,Cat_4,D
Male,Yes,63,Yes,Entertainment,6.0,Low,2.0,Cat_6,D
Female,Yes,89,Yes,Lawyer,1.0,High,2.0,Cat_2,C
Female,Yes,86,Yes,Artist,,Low,4.0,,D
Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,D
Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,C
Female,Yes,35,No,Artist,,Average,2.0,Cat_6,B
Female,Yes,50,Yes,Artist,1.0,High,7.0,Cat_2,B
Female,Yes,70,No,Engineer,0.0,Average,2.0,Cat_4,B
Female,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3,B
Female,Yes,36,Yes,Homemaker,8.0,Average,5.0,Cat_6,B
Female,Yes,66,Yes,Lawyer,4.0,Low,1.0,Cat_6,B
Male,,47,Yes,Marketing,,High,2.0,Cat_3,D
Female,Yes,49,No,Engineer,5.0,Average,5.0,Cat_4,D
Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,B
Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,C
Male,No,33,No,Entertainment,1.0,Low,5.0,Cat_3,D
Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,A
Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,D
Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_4,C
Female,Yes,45,Yes,Engineer,1.0,Low,3.0,Cat_3,D
Female,Yes,49,Yes,Entertainment,2.0,Average,3.0,Cat_6,A
Female,Yes,46,,Marketing,,Low,1.0,Cat_4,D
Female,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,No,21,No,Healthcare,,Low,1.0,Cat_2,D
Female,Yes,29,No,Artist,0.0,Average,2.0,Cat_3,A
Male,No,33,No,Entertainment,,Low,3.0,Cat_6,C
Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,Yes,65,No,Entertainment,1.0,Low,1.0,Cat_6,A
Female,Yes,61,Yes,Engineer,1.0,Average,5.0,Cat_6,B
Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,C
Male,Yes,35,Yes,Artist,1.0,Low,1.0,Cat_3,A
Female,Yes,82,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Female,Yes,37,No,Engineer,1.0,Low,4.0,Cat_4,A
Female,No,26,No,Engineer,0.0,Low,5.0,,A
Male,No,32,Yes,Healthcare,2.0,Low,3.0,Cat_6,C
Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,46,Yes,Marketing,1.0,Low,3.0,Cat_6,D
Female,No,20,No,Doctor,,Low,4.0,Cat_6,D
Male,,66,Yes,Artist,0.0,Low,,Cat_3,B
Male,No,27,Yes,Entertainment,9.0,Low,3.0,Cat_6,B
Female,Yes,66,Yes,Lawyer,6.0,Average,4.0,Cat_5,B
Male,Yes,31,Yes,Artist,0.0,Average,3.0,Cat_1,D
Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,C
Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3,D
Male,Yes,70,No,Executive,,High,2.0,Cat_6,A
Male,Yes,60,Yes,Entertainment,1.0,Average,5.0,Cat_3,B
Female,No,43,No,Doctor,4.0,Low,6.0,Cat_7,B
Male,Yes,73,Yes,Entertainment,5.0,Low,1.0,Cat_4,A
Female,No,47,No,Engineer,,Low,,Cat_6,A
Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,C
Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_7,B
Female,Yes,56,Yes,Lawyer,5.0,High,9.0,Cat_6,C
Male,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_6,C
Male,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_6,A
Male,No,30,Yes,Artist,2.0,Low,2.0,Cat_6,A
Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_2,A
Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,D
Male,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6,A
Female,Yes,58,No,Marketing,,Average,6.0,Cat_4,D
Male,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6,B
Male,No,23,No,Healthcare,0.0,Low,,Cat_6,D
Male,Yes,49,Yes,Executive,1.0,High,5.0,Cat_5,C
Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,B
Male,No,31,Yes,Healthcare,8.0,Low,,Cat_7,D
Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,C
Male,No,31,Yes,Engineer,,Low,4.0,Cat_2,A
Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,C
Male,Yes,41,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
Male,Yes,71,Yes,Executive,1.0,High,4.0,Cat_6,B
Male,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
Male,No,26,Yes,Artist,,Low,4.0,Cat_4,A
Female,No,41,No,Doctor,0.0,Low,1.0,Cat_6,A
Male,No,41,Yes,Doctor,2.0,Low,2.0,Cat_6,C
Male,No,38,Yes,Artist,,Low,1.0,Cat_6,A
Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,C
Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,A
Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C
Female,Yes,40,No,Artist,1.0,Low,1.0,Cat_6,C
Female,No,49,No,Artist,9.0,Low,1.0,Cat_1,B
Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
Male,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6,C
Male,Yes,31,No,Marketing,,Low,4.0,Cat_3,D
Female,Yes,37,Yes,,0.0,Low,,Cat_6,C
Female,No,26,No,Healthcare,1.0,Low,,Cat_5,D
Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,C
Male,Yes,70,No,Lawyer,,Low,1.0,Cat_6,D
Male,Yes,43,No,Entertainment,,Average,3.0,Cat_4,D
Male,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A
Male,No,28,No,Doctor,1.0,Low,1.0,Cat_4,A
Male,No,38,Yes,Artist,,Low,1.0,Cat_6,A
Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7,B
Male,Yes,36,No,Entertainment,9.0,Average,2.0,Cat_6,B
Male,Yes,41,Yes,,0.0,Low,2.0,Cat_7,D
Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_6,C
Female,Yes,50,Yes,Artist,,High,4.0,Cat_6,C
Female,No,42,Yes,Entertainment,5.0,Low,7.0,Cat_6,A
Male,No,20,No,Marketing,,Low,5.0,Cat_6,C
Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,D
Male,Yes,38,No,Artist,,Average,2.0,Cat_6,A
Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
Female,No,26,Yes,Marketing,9.0,Low,,Cat_3,D
Female,Yes,46,Yes,Artist,4.0,High,5.0,Cat_6,C
Female,No,27,No,Engineer,0.0,Low,6.0,Cat_6,D
Female,No,25,No,Marketing,8.0,Low,5.0,Cat_6,D
Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,C
Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,A
Male,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,B
Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,C
Male,Yes,52,No,Artist,0.0,High,2.0,Cat_6,A
Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B
Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,B
Female,Yes,39,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
Female,Yes,53,Yes,Artist,2.0,High,2.0,Cat_2,C
Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,A
Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,A
Female,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6,B
Female,Yes,47,Yes,Artist,1.0,High,5.0,,C
Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,C
Male,Yes,51,Yes,Executive,1.0,Low,3.0,Cat_6,C
Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_6,A
Male,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_6,B
Female,No,43,Yes,Entertainment,8.0,Low,,Cat_3,A
Male,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2,B
Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,C
Male,No,22,No,Marketing,0.0,Low,4.0,Cat_6,D
Female,No,31,No,Marketing,0.0,Low,3.0,Cat_6,D
Female,Yes,38,Yes,Engineer,3.0,Low,2.0,Cat_6,A
Female,Yes,42,No,Entertainment,6.0,Average,5.0,Cat_6,A
Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,B
Female,Yes,55,Yes,Doctor,0.0,Average,3.0,Cat_6,B
Female,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,38,No,Artist,10.0,Average,4.0,Cat_7,A
Male,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6,A
Male,No,33,No,Engineer,1.0,Low,3.0,Cat_4,D
Male,Yes,72,No,Executive,0.0,High,2.0,Cat_6,B
Female,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4,A
Female,No,35,Yes,Artist,0.0,Low,3.0,Cat_6,B
Female,No,33,Yes,Doctor,1.0,Low,3.0,Cat_6,A
Male,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D
Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,19,No,Healthcare,,Low,6.0,Cat_3,D
Female,,50,No,Artist,1.0,High,4.0,Cat_6,C
Male,No,29,Yes,Artist,9.0,Low,3.0,Cat_6,A
Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,B
Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_2,D
Female,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6,A
Male,Yes,36,Yes,Executive,1.0,High,4.0,Cat_6,B
Female,Yes,36,No,Engineer,0.0,Average,2.0,Cat_4,A
Male,Yes,56,No,Executive,,High,5.0,Cat_4,B
Male,Yes,25,Yes,Entertainment,1.0,High,2.0,Cat_3,D
Female,No,32,No,Entertainment,,Low,4.0,Cat_6,D
Male,No,61,Yes,Entertainment,1.0,Low,3.0,Cat_2,C
Male,Yes,61,No,Entertainment,1.0,Average,2.0,Cat_7,B
Male,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,C
Male,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
Female,Yes,26,Yes,Entertainment,5.0,Low,7.0,Cat_6,D
Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,B
Male,Yes,47,No,Artist,0.0,Low,4.0,Cat_1,A
Female,Yes,69,Yes,Artist,7.0,Low,1.0,Cat_6,A
Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1,B
